date,compliance_cnt,finance_cnt,market_cnt,policy_cnt,trade_cnt,compliance_alen,finance_alen,market_alen,policy_alen,trade_alen,policy_has,market_has,finance_has,trade_has,compliance_has,policy_roll3,policy_roll7,policy_roll14,policy_lag1,policy_lag3,policy_lag5,market_roll3,market_roll7,market_roll14,market_lag1,market_lag3,market_lag5,finance_roll3,finance_roll7,finance_roll14,finance_lag1,finance_lag3,finance_lag5,trade_roll3,trade_roll7,trade_roll14,trade_lag1,trade_lag3,trade_lag5,compliance_roll3,compliance_roll7,compliance_roll14,compliance_lag1,compliance_lag3,compliance_lag5,policy_gap,market_gap,finance_gap,trade_gap,compliance_gap,policy_sent,market_sent,finance_sent,trade_sent,compliance_sent,compliance_window,global_cnt,global_has,quality_score,importance_score,global_shock_flag,doc_mask,close,open,high,low,volume,amount,log_return,volatility_20d,volatility_60d,range_pct,return_lag1,return_lag3,return_lag5,volume_lag1,mkt_hbea_close,mkt_bea_close,mkt_shea_close,mkt_szea_close,mkt_cea_close,hs300_ret,eua_ret,blt_oil_ret,dq_oil_ret,coal_ret,cpi,m2,target_H1,target_H5,realized_vol_1d,realized_vol_5d,realized_vol_10d,target_H7,policy_dir,policy_uncertainty,policy_pos_cnt,policy_neg_cnt,market_dir,market_uncertainty,market_pos_cnt,market_neg_cnt,finance_dir,finance_uncertainty,finance_pos_cnt,finance_neg_cnt,trade_dir,trade_uncertainty,trade_pos_cnt,trade_neg_cnt,compliance_dir,compliance_uncertainty,compliance_pos_cnt,compliance_neg_cnt,qwen_compliance_policy_tightening,qwen_market_policy_tightening,qwen_policy_policy_tightening,qwen_compliance_compliance_pressure,qwen_market_compliance_pressure,qwen_policy_compliance_pressure,qwen_compliance_supply_constraint,qwen_market_supply_constraint,qwen_policy_supply_constraint,qwen_compliance_demand_growth,qwen_market_demand_growth,qwen_policy_demand_growth,qwen_compliance_market_activity,qwen_market_market_activity,qwen_policy_market_activity,qwen_compliance_carbon_direction,qwen_market_carbon_direction,qwen_policy_carbon_direction,qwen_compliance_confidence,qwen_market_confidence,qwen_policy_confidence,qwen_dir_mean,qwen_conf_mean,qwen_signal_strength,qwen_disagreement,qwen_available,qwen_policy_available,qwen_market_available,qwen_compliance_available,target_H1_old,target_H5_old,target_H7_old,x_dummy
2016-09-08,5,5,7,10,3,1108.3333333333333,2632.5,2391.9,746.05,1381.75,1,1,1,1,1,4.67,3.43,3.07,1,1,0,4.33,2.57,1.71,3,2,0,2.0,1.86,1.07,1,3,1,1.0,0.86,1.21,0,3,0,1.67,0.71,0.57,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0049003735,0.10799648,0.17997262,0.088588856,0.134700129,0,30,1,65.0,22.13673224729648,1,1,15.49,15.49,15.49,15.49,164750.0,1902860.0,0.0,0.8579887862486361,0.9988262793752604,0.0,0.0,-0.0697725628604106,0.0221796437109753,164750.0,14.72,,,,,-0.0018132099883227,0.0173057470975926,0.0255349999955083,0.0272631507583639,0.0228146777661712,0.2,10.2,-0.1054322490963994,-0.2112711192240026,,0.7524903689897351,0.7788844488649839,-0.2519602145481022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.5,1.5,2.0,0.7071067811865476,1.0,0.0,1.0,1.0,-0.1054322490963994,-0.0269092773889296,-0.14652796,0.0
2016-09-13,0,1,2,0,0,0.0,1934.0,2611.0,0.0,0.0,0,1,1,0,0,3.67,2.86,2.64,10,3,5,4.0,2.86,1.71,7,3,3,2.33,1.86,1.14,5,0,2,1.0,0.86,1.0,3,0,0,1.67,0.71,0.57,5,0,0,1.0,0.0,0.0,1.0,1.0,0.0049003735,0.07589292,0.10353437,0.0262876,0.134700129,0,3,1,5.0,2.502660961509602,0,1,13.94,15.49,13.94,13.94,10.0,139.4,-0.1054322490963994,0.942547176509114,0.998820496032282,0.0,0.0,0.0639791768465858,0.0051480165174012,164750.0,15.6,,,26.69,,-0.0019987135713664,-0.002484473327662,-0.0188144609122408,-0.0439094926155684,0.0,0.1,10.2,0.0198870190427171,-0.2081913325573408,,1.0530937332865669,0.9002898686945331,-0.1993962011045135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,-0.5,1.0,1.0,0.7071067811865476,1.0,0.0,1.0,1.0,0.0198870190427171,-0.0422542238448005,-0.21928322,0.0
2016-09-14,1,2,4,5,1,514.0,2288.0,294.1666666666667,744.6666666666666,906.0,1,1,1,1,1,5.0,3.57,2.86,0,1,1,4.33,3.43,1.86,2,3,2,2.67,2.0,1.29,1,1,3,1.33,1.0,0.86,0,0,3,2.0,0.86,0.64,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05235647,0.07589292,0.27209783,0.0262876,0.014109958905,0,13,1,29.0,4.139471000650738,0,1,14.22,13.94,15.3,12.55,510.0,7250.25,0.0198870190427171,0.9423761441312062,0.9761238889970066,19.33895921237693,-0.1054322490963994,0.0,-0.0697725628604106,10.0,15.7,,,24.935,,-0.0060205303159039,-0.0100000833345833,-0.0261439129465953,0.0,0.0345803335967791,0.1,11.4,0.0560638941465988,-0.1664149844944199,,0.9885552262720548,0.8786532917084413,-0.2166596943748462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0560638941465988,-0.0416382665114681,-0.2727236,0.0
2016-09-19,0,0,2,9,0,0.0,0.0,892.5,1228.5833333333333,0.0,1,1,0,0,0,4.67,4.14,3.36,5,10,3,2.67,3.29,1.93,4,7,3,1.0,1.71,1.29,2,5,0,0.33,1.0,0.86,1,3,0,0.33,0.86,0.64,1,5,0,0.0,0.0,1.0,1.0,1.0,0.005336672,0.16226946,0.19637214,0.0262876,0.01768287025,0,11,1,31.0,22.037044187593672,1,1,15.04,14.22,15.5,12.8,362.0,5443.6,0.0560638941465988,0.9223120521418432,0.9720131880386484,17.952127659574465,0.0198870190427171,0.0,0.0639791768465858,510.0,15.63,53.8,,26.703333333333333,,-0.0009228664379007,0.0091324835632724,-0.0008467401013949,0.0076824961720164,0.0071301549845912,0.1,11.4,-0.1050650510375648,-0.2753471142938295,,0.9551383844106652,0.9081170499374756,-0.3775990204928252,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.1050650510375648,-0.0332829968988839,-0.27253398,0.0
2016-09-21,0,0,1,1,0,0.0,0.0,350.0,1529.0,0.0,1,1,0,0,0,5.0,4.14,3.0,9,0,1,2.33,3.14,2.0,2,2,3,0.67,1.29,1.29,0,1,1,0.33,0.57,0.79,0,0,0,0.33,0.86,0.43,0,0,0,0.0,0.0,2.0,2.0,2.0,0.005336672,0.15104549,0.1265385,0.18702167,0.01768287025,0,2,1,4.0,2.0785803957265463,0,1,13.54,15.04,13.54,13.54,10.0,135.4,-0.1050650510375648,1.0086499268328577,0.993680273626814,0.0,0.0560638941465988,-0.1054322490963994,0.0,362.0,16.0,52.4,,22.0,,-0.0021326595407599,0.0119475734211179,0.0175260067004734,0.0280989112223596,0.0052956875747105,0.1,11.4,-0.0767247322793543,-0.1676585374838802,,1.179229453361411,0.9742127457609268,-0.3232658818076026,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.5,5.0,0.0,1.0,0.0,1.0,1.0,-0.0767247322793543,-0.0550694228587659,-0.24654114,0.0
2016-09-22,0,0,1,3,1,0.0,0.0,2819.0,558.0,790.0,1,1,0,1,0,4.33,4.14,3.0,1,5,10,1.33,2.86,2.0,1,4,7,0.0,1.29,1.21,0,2,5,0.33,0.71,0.71,0,1,3,0.0,0.86,0.43,0,1,5,0.0,0.0,3.0,0.0,3.0,0.0178846,0.12145292,0.1265385,0.17965445,0.052188204,0,5,1,13.0,11.857373684455,0,1,12.54,13.54,14.7,12.19,4307.0,54008.3,-0.0767247322793543,1.0419493912006712,0.9954059389535572,20.015948963317385,-0.1050650510375648,0.0198870190427171,0.0,10.0,15.85,53.8,,26.2775,,0.0072676076575298,0.0486770483953166,0.0133540762113232,0.0125158079318305,0.0017590154051796,0.1,11.4,-0.1023524624297376,-0.1958092371759059,,1.1946256776156945,1.0050672648944414,-0.1605507016727257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,-0.1023524624297376,-0.033531707496776,-0.05819824,0.0
2016-09-23,0,0,0,7,1,0.0,0.0,0.0,2127.083333333333,2476.0,1,0,0,1,0,3.67,5.0,3.5,3,9,0,0.67,2.43,2.0,1,2,2,0.0,1.14,1.21,0,0,1,0.67,0.86,0.79,1,0,0,0.0,0.86,0.43,0,0,0,0.0,1.0,4.0,0.0,4.0,0.082363844,0.13329415,0.16146122,0.10716761,0.070839514,0,8,1,23.0,13.185984631090353,0,1,11.32,12.54,13.79,11.29,182149.0,2061996.71,-0.1023524624297376,1.0647046953671409,1.017000228961966,22.084805653710244,-0.0767247322793543,0.0560638941465988,-0.1054322490963994,4307.0,16.21,50.0,,28.9075,,0.0032879279229551,0.0267873159636499,-0.0300385091192273,-0.0024906613124519,0.005258557253467,0.1,11.4,0.0616633671056381,-0.1441886870985106,,1.1845218985457573,1.069025167992834,-0.0934567747461682,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.5,7.0,0.0,1.0,0.0,1.0,1.0,0.0616633671056381,-0.0391618474351811,-0.15512015,0.0
2016-09-26,0,0,3,9,0,0.0,0.0,2531.333333333333,2053.8888888888887,0.0,1,1,0,0,0,6.33,4.86,4.14,7,1,5,1.33,1.86,2.21,0,1,4,0.0,0.43,1.14,0,0,2,0.67,0.43,0.64,1,0,1,0.0,0.14,0.43,0,0,1,0.0,0.0,5.0,1.0,5.0,0.09011083,0.108896226,0.16146122,0.05837225,0.070839514,0,12,1,32.0,15.515958401428415,1,1,12.04,11.32,12.4,10.19,360.0,4333.61,0.0616633671056381,1.0443839284321523,1.0252236065466382,18.35548172757476,-0.1023524624297376,-0.1050650510375648,0.0198870190427171,182149.0,16.6,,,21.78,,-0.0074964108512253,0.0174676930403907,0.0197820089520382,-0.0329560876832958,0.0034904049397685,0.1,11.4,-0.0528682356528107,-0.1198616063486262,,1.3471864815432624,1.140045709158036,-0.0634317141623799,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,-0.0528682356528107,-0.0288377374197021,-0.010563479,0.0
2016-09-27,0,0,2,2,1,0.0,0.0,2702.0,870.5,759.0,1,1,0,1,0,6.0,5.14,4.0,9,3,9,1.67,1.86,2.36,3,1,2,0.0,0.29,1.07,0,0,0,0.67,0.57,0.71,0,1,0,0.0,0.14,0.43,0,0,0,0.0,0.0,6.0,0.0,6.0,0.09011083,0.09983516,0.23537803,0.13481288,0.070839514,0,5,1,11.0,4.095838632172447,0,1,11.42,12.04,11.45,10.84,190505.0,2175180.0,-0.0528682356528107,1.019176348130909,1.0304648273225914,5.341506129597192,0.0616633671056381,-0.0767247322793543,0.0560638941465988,360.0,16.69,52.6,,32.65,,-0.016296697870482,-0.0419951210366033,-0.0160036669256323,0.0254466656611641,0.0,0.1,11.4,0.0026235257723844,-0.1022519061989956,,1.0893310819239803,1.0498182741376665,-0.1159239941673955,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0026235257723844,-0.0239723212697252,-0.11854752,0.0
2016-09-28,1,0,4,6,1,340.0,0.0,3284.75,841.2,2474.0,1,1,0,1,1,5.67,5.29,4.43,2,7,1,3.0,1.86,2.64,2,0,1,0.0,0.0,1.0,0,0,0,0.67,0.57,0.79,1,1,0,0.33,0.14,0.5,0,0,0,0.0,0.0,7.0,0.0,0.0,0.09951854,0.15267344,0.22526777,0.13815272,0.104952569,0,12,1,28.0,8.018028746911432,0,1,11.45,11.42,11.5,10.28,189009.0,2163230.0,0.0026235257723844,1.01543056392908,1.029225337610857,10.655021834061142,-0.0528682356528107,-0.1023524624297376,-0.1050650510375648,190505.0,16.7,52.1,,31.82333333333333,,0.0089113926427833,0.1109879925235547,0.0510523267441481,-0.0177444452990718,0.0086730812534288,0.1,11.4,-0.10487543197138,-0.0131870042819535,,1.0453438204420358,1.0520315200274604,-0.0400944572018779,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.5773502691896258,1.0,1.0,1.0,1.0,-0.10487543197138,-0.0204503812397991,0.06478097,0.0
2016-09-30,3,2,6,20,6,342.75,1601.5,2357.625,1396.98125,1860.375,1,1,1,1,1,9.33,6.86,5.5,6,9,3,4.0,2.43,2.86,4,3,1,0.67,0.29,1.0,0,0,0,2.67,1.43,1.21,1,0,1,1.33,0.57,0.71,1,0,0,0.0,0.0,0.0,0.0,0.0,0.111169875,0.093944654,0.19327144,0.09855768,0.104952569,0,37,1,90.0,4.353415126299855,0,1,10.31,11.45,10.31,10.31,40.0,412.4,-0.10487543197138,1.0080353606964327,1.049306315544999,0.0,0.0026235257723844,0.0616633671056381,-0.0767247322793543,189009.0,16.69,53.0,,28.71,,0.0016435436095011,-0.0120241929668015,0.0086648828857237,0.009732436918231,0.0034482792789159,0.1,11.4,-0.0507319123523423,-0.0136720879683999,,1.1339704272604114,1.0983878244930256,0.0916884276894264,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.5,1.5,3.0,0.7071067811865476,1.0,0.0,1.0,1.0,-0.0507319123523423,-0.0026374008563907,0.14242034,0.0
2016-10-10,1,0,2,3,0,1457.0,0.0,1677.0,1465.0,0.0,1,1,0,0,1,9.67,7.14,5.64,20,2,7,4.0,2.57,2.86,6,2,0,0.67,0.29,0.79,2,0,0,2.33,1.43,1.0,6,1,1,1.67,0.71,0.79,3,0,0,0.0,0.0,1.0,1.0,0.0,0.05201342,0.08889306,0.2135615,0.34172925,0.01449654962,0,6,1,15.0,40.0089346904199,1,1,9.8,10.31,9.8,9.8,2700.0,26460.0,-0.0507319123523423,0.97163816414964,1.0427953740347142,0.0,-0.10487543197138,-0.0528682356528107,-0.1023524624297376,40.0,16.67,52.4,,25.84,,0.0077429753993229,-0.005286355923148,0.0224392361912778,-0.0022598879674373,0.0536141790843002,0.1,11.4,0.0859904478555225,0.1155128871218444,,1.0045820719919725,1.0409577215972736,0.2165915213229097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.5,1.5,2.0,0.7071067811865476,1.0,1.0,1.0,0.0,0.0859904478555225,-0.0027344175936799,0.13060108,0.0
2016-10-11,0,0,2,6,3,0.0,0.0,1660.0,1919.6666666666667,1242.0,1,1,0,1,0,9.67,7.57,5.86,3,6,9,3.33,2.71,2.79,2,4,3,0.67,0.29,0.79,0,0,0,3.0,1.71,1.21,0,1,0,1.33,0.71,0.79,1,1,0,0.0,0.0,2.0,0.0,1.0,0.0443613,0.15232657,0.19432187,0.2183896,0.01449654962,0,11,1,27.0,6.406132943560887,0,1,10.68,9.8,10.07,9.0,300.0,3204.9,0.0859904478555225,1.0372946752642125,1.0576636961207038,10.018726591760302,-0.0507319123523423,0.0026235257723844,0.0616633671056381,2700.0,16.79,50.48,,28.7925,,0.0096013816070518,-0.0414847582692475,-0.0072376673002305,0.0201574574249801,0.0161815828512416,0.1,11.4,-0.0352585355031801,0.0564298921862463,,1.1473522965492466,1.1822731731063196,0.0912160082716617,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.5,1.5,2.0,0.7071067811865476,1.0,1.0,0.0,1.0,-0.0352585355031801,0.0231025774243688,0.12647454,0.0
2016-10-12,0,0,3,6,1,0.0,0.0,2978.6666666666665,2044.6666666666667,865.0,1,1,0,1,0,5.0,7.43,6.21,6,20,2,2.33,3.14,2.79,2,6,2,0.0,0.29,0.71,0,2,0,1.33,1.71,1.29,3,6,1,0.33,0.71,0.79,0,3,0,0.0,0.0,3.0,0.0,2.0,0.048414383,0.1622683,0.19432187,0.11924473,0.01449654962,0,10,1,25.0,6.133506308239893,0,1,10.31,10.68,10.35,10.3,2387.0,24601.1,-0.0352585355031801,1.0386804192231944,1.056668872711815,0.4849660523763233,0.0859904478555225,-0.10487543197138,-0.0528682356528107,300.0,16.62,,,30.74,,0.0006889017656609,0.0164387263431599,-0.0150124793565895,0.0022148403295528,0.0048038523126454,0.1,11.4,0.0916884276894264,0.1658596089705673,,1.1260246503133455,1.083888885422598,0.0211140281170155,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.5,1.5,2.0,0.7071067811865476,1.0,1.0,1.0,0.0,0.0916884276894264,0.0112859784372492,-0.0705744,0.0
2016-10-13,0,0,2,0,2,0.0,0.0,1070.5,0.0,1243.0,0,1,0,1,0,4.0,6.14,5.5,6,3,6,2.33,3.0,2.43,3,2,4,0.0,0.29,0.36,0,0,0,2.0,2.0,1.21,1,0,1,0.0,0.71,0.43,0,1,1,1.0,0.0,4.0,0.0,3.0,0.0024050674,0.12395555,0.24351141,0.14433168,0.01449654962,0,4,1,8.0,2.0427645481205965,0,1,11.3,10.31,11.3,11.3,1905.0,21526.5,0.0916884276894264,1.058269751552846,1.0662413750535935,0.0,-0.0352585355031801,-0.0507319123523423,0.0026235257723844,2387.0,16.68,51.8,,29.37333333333333,,5.152846303536108e-06,0.0232776848693458,0.0064078621067774,-0.0246373043853851,0.0,0.1,11.4,-0.1053605156578264,0.0347861160854154,,1.388046057184189,1.1869180863976858,-0.0772442670815179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,2.0,0.0,0.0,1.5,7.0,1.4142135623730951,1.0,0.0,1.0,1.0,-0.1053605156578264,0.0331719217941134,0.028116249,0.0
2016-10-14,0,0,1,3,1,0.0,0.0,1641.0,1362.6666666666667,1041.0,1,1,0,1,0,3.0,6.29,5.71,0,6,20,2.0,2.86,2.36,2,2,6,0.0,0.29,0.29,0,0,2,1.33,2.0,1.29,2,3,6,0.0,0.71,0.43,0,0,3,0.0,0.0,5.0,0.0,4.0,0.028020345,0.12395555,0.20110527,0.17452917,0.00686323162,0,5,1,12.0,4.516092708469545,0,1,10.17,11.3,10.18,10.17,1050.0,10679.0,-0.1053605156578264,1.0955120374198049,1.066057394782735,0.0983284169124856,0.0916884276894264,0.0859904478555225,-0.10487543197138,1905.0,16.51,52.6,,28.03,,-0.0001279196835883,0.02792502570547,0.0003756574048686,0.0157483569681391,0.0031897953681,0.7,11.4,0.078453062737902,0.0347861160854155,,1.3902994499120511,1.234291037063061,0.0461176820949657,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078453062737902,0.006957223217083,-0.032335382,0.0
2016-10-17,0,0,1,3,1,0.0,0.0,1951.0,1126.3333333333333,1650.0,1,1,0,1,0,2.0,5.86,5.57,3,6,3,1.33,2.43,2.14,1,3,2,0.0,0.29,0.14,0,0,0,1.33,2.0,1.29,1,1,0,0.0,0.57,0.36,0,0,1,0.0,0.0,6.0,0.0,5.0,0.028020345,0.008909302,0.039150905,0.07289946,0.10865076912,0,5,1,12.0,2.3599205463168875,0,1,11.0,10.17,11.0,11.0,100.0,1100.0,0.078453062737902,1.1484055973047034,1.0775124262498863,0.0,-0.1053605156578264,-0.0352585355031801,-0.0507319123523423,1050.0,16.35,53.1,,27.87,,0.0021893515458053,0.0102740629761852,-0.0045172295898198,-0.0134833503372868,0.0063492276786587,0.7,11.4,0.0269074529199244,-0.0503368141615935,,1.4116571829700542,1.2341193999158673,-0.012808958292581,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0269074529199244,0.0069572232170831,-0.03971641,0.0
2016-10-18,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,2.33,3.14,5.0,3,0,6,0.67,1.57,2.0,1,2,2,0.0,0.0,0.14,0,0,0,0.67,1.14,1.29,1,2,3,0.0,0.14,0.36,0,0,0,0.0,1.0,7.0,1.0,6.0,0.028020345,0.008909302,0.14390546,0.07289946,0.10865076912,0,1,1,3.0,1.031553654756698,0,1,11.3,11.0,12.1,11.3,235520.0,2661390.0,0.0269074529199244,1.1411866673729292,1.0603065593433043,7.079646017699106,0.078453062737902,0.0916884276894264,0.0859904478555225,100.0,16.4,51.3,,29.435,,-0.010118277818623,0.0135365857175333,0.010321945823257,0.0022598879674372,0.0015810279973187,0.7,11.5,0.0741711812811408,-0.0592428335628606,,1.304049947996883,1.1949447819391734,-0.0545589842504342,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0741711812811408,-0.0100673628323187,-0.12873016,0.0
2016-10-19,0,1,1,2,0,0.0,865.0,625.0,763.5,0.0,1,1,1,0,0,2.0,3.0,5.07,1,3,6,0.67,1.43,2.0,0,1,3,0.33,0.14,0.21,0,0,0,0.33,1.14,1.29,0,1,1,0.0,0.0,0.36,0,0,0,0.0,0.0,0.0,2.0,7.0,0.006026216,0.11808276,0.08144899,0.07289946,0.10865076912,0,4,1,9.0,3.06100547271514,0,1,12.17,11.3,12.43,10.17,9800.0,119276.0,0.0741711812811408,1.1507873766114518,1.0646117118514304,18.570254724732948,0.0269074529199244,-0.1053605156578264,-0.0352585355031801,235520.0,16.26,,,27.59,,0.0153496365585206,-0.0482021018178777,0.008366693781828,0.0112234623698495,0.0047281411959458,0.7,11.5,-0.0393850651957254,-0.1138875924936463,,1.2893086839611798,1.2262166273035064,-0.0393850651957252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0393850651957254,-0.0118485667125721,2.9143354000000004e-16,0.0
